% Model:              Micro_homogenous_v2.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jan 30 2025, 12:40
% Dimension:          3
% Nodes:              501
% Expressions:        5
% Description:        Electric field, x-component, Electric field, y-component, Electric field, z-component, Electric potential, 
% Length unit:        m
% x                       y                        z                        ec.Ex (V/m)              ec.Ey (V/m)              ec.Ez (V/m)              V (V)                    d(ec.Ex,x) (V/m^2)
3.7E-5                    1.18E-4                  8.099999999999999E-5     7.268575863943909        23.24113668193371        16.057776772826912       0.003033250720053081     175437.32248248905
3.7999999999999995E-5     1.18E-4                  8.099999999999999E-5     7.444013186426346        23.110582311632868       15.939758762136748       0.0030258944255278945    175437.32248248905
3.9E-5                    1.18E-4                  8.099999999999999E-5     7.632086911107706        22.99930334734384        15.832543726121344       0.0030183565620848438    147057.8353098184
3.9999999999999996E-5     1.18E-4                  8.099999999999999E-5     7.779144746417586        22.887221654120395       15.746331879459355       0.0030106509462560806    147057.8353098184
4.1E-5                    1.18E-4                  8.099999999999999E-5     7.956524403562696        22.784004904332434       15.604003201764897       0.0030027708721373134    133447.07296776772
4.2E-5                    1.18E-4                  8.099999999999999E-5     8.089971476530565        22.647647497625243       15.518288947739968       0.0029947476241972662    133447.07296776772
4.2999999999999995E-5     1.18E-4                  8.099999999999999E-5     8.223418549498192        22.51129009091779        15.432574693715136       0.0029865909291842507    133447.07296776772
4.4E-5                    1.18E-4                  8.099999999999999E-5     8.356865622466046        22.374932684210435       15.346860439690383       0.00297830078709827      133447.07296776772
4.4999999999999996E-5     1.18E-4                  8.099999999999999E-5     8.490312695433815        22.238575277503134       15.261146185665519       0.002969877197939319     133447.07296776772
4.6E-5                    1.18E-4                  8.099999999999999E-5     8.623759768401605        22.10221787079578        15.17543193164067        0.0029613201617074017    133447.07296776772
4.7E-5                    1.18E-4                  8.099999999999999E-5     8.757206841369467        21.96586046408843        15.089717677615898       0.0029526296784025156    133447.07296776772
4.8E-5                    1.18E-4                  8.099999999999999E-5     8.890653914337122        21.829503057381018       15.0040034235911         0.002943805748024663     133447.07296776772
4.9E-5                    1.18E-4                  8.099999999999999E-5     9.025752218647995        21.688573970658005       14.917003958126315       0.002934847878540173     107034.39702646993
4.9999999999999996E-5     1.18E-4                  8.099999999999999E-5     9.132786615674519        21.539596033177048       14.813251632012367       0.002925768609123012     107034.39702646993
5.1E-5                    1.18E-4                  8.099999999999999E-5     9.239821012700943        21.390618095696112       14.709499305898532       0.0029165823053088247    107034.39702646993
5.2E-5                    1.18E-4                  8.099999999999999E-5     9.346855409727524        21.24164015821522        14.605746979784556       0.002907288967097609     107034.39702646993
5.3E-5                    1.18E-4                  8.099999999999999E-5     9.453889806753821        21.092662220734283       14.501994653670806       0.00289788859448937      107034.39702646993
5.4E-5                    1.18E-4                  8.099999999999999E-5     9.560924203780417        20.94368428325322        14.398242327556801       0.002888381187484103     107034.39702646993
5.4999999999999995E-5     1.18E-4                  8.099999999999999E-5     9.627974728152026        20.76091510934204        14.286487679568864       0.002878773964257758     91361.78128717095
5.6E-5                    1.18E-4                  8.099999999999999E-5     9.835094312181496        20.7501210868848         14.245596918240238       0.002868989688167907     91570.29187487904
5.6999999999999996E-5     1.18E-4                  8.099999999999999E-5     9.926664604056505        20.591197458531482       14.140539305562072       0.002859108808709787     91570.29187487904
5.8E-5                    1.18E-4                  8.099999999999999E-5     10.01823489593147        20.432273830178417       14.035481692883792       0.002849136358959794     91570.29187487904
5.9E-5                    1.18E-4                  8.099999999999999E-5     10.109805187806245       20.27335020182524        13.93042408020574        0.0028390723389179248    91570.29187487904
5.9999999999999995E-5     1.18E-4                  8.099999999999999E-5     10.20137547968114        20.114426573472176       13.825366467527545       0.0028289167485841807    91570.29187487904
6.1E-5                    1.18E-4                  8.099999999999999E-5     10.29294577155597        19.95550294511901        13.720308854849364       0.002818669587958563     91570.29187487904
6.2E-5                    1.18E-4                  8.099999999999999E-5     10.384516063430945       19.796579316765843       13.615251242171205       0.002808330857041069     91570.29187487904
6.3E-5                    1.18E-4                  8.099999999999999E-5     10.476086355305757       19.637655688412572       13.510193629493052       0.002797900555831701     91570.29187487904
6.4E-5                    1.18E-4                  8.099999999999999E-5     10.567656647180613       19.478732060059514       13.405136016814952       0.0027873786843304587    91570.29187487904
6.5E-5                    1.18E-4                  8.099999999999999E-5     10.659226939055497       19.319808431706363       13.300078404136826       0.0027767652425373397    91570.29187487904
6.599999999999999E-5      1.18E-4                  8.099999999999999E-5     10.750797230930345       19.16088480335319        13.195020791458546       0.002766060230452347     91570.29187487904
6.7E-5                    1.18E-4                  8.099999999999999E-5     10.842367522805228       19.001961175000115       13.08996317878028        0.0027552636480754787    91570.29187487904
6.8E-5                    1.18E-4                  8.099999999999999E-5     10.936641317130977       18.841815971855176       12.987486925319113       0.0027443753049462773    93682.83051300049
6.9E-5                    1.18E-4                  8.099999999999999E-5     11.030324147643825       18.686195544061484       12.875107985227523       0.002733391822213888     93682.83051300049
7.0E-5                    1.18E-4                  8.099999999999999E-5     10.976266959261181       18.567320672154782       12.750429341992307       0.0027223177331016047    56162.213479831815
7.099999999999999E-5      1.18E-4                  8.099999999999999E-5     11.032429172741217       18.396326233352653       12.632380501418368       0.0027113133850356023    56162.213479831815
7.2E-5                    1.18E-4                  8.099999999999999E-5     11.151023677084169       18.227967357992142       12.462199089278485       0.002700215783291729     42430.86186425388
7.3E-5                    1.18E-4                  8.099999999999999E-5     11.193454538948373       18.064669265991935       12.342107489643936       0.0026890435441837136    42430.86186425388
7.4E-5                    1.18E-4                  8.099999999999999E-5     11.235885400812684       17.901371173991834       12.222015890009807       0.0026778288742138326    42430.86186425388
7.5E-5                    1.18E-4                  8.099999999999999E-5     11.278316262676984       17.7380730819917         12.101924290375242       0.002666571773382087     42430.86186425388
7.599999999999999E-5      1.18E-4                  8.099999999999999E-5     11.3207471245412         17.574774989991653       11.98183269074135        0.0026552722416884776    42430.86186425388
7.7E-5                    1.18E-4                  8.099999999999999E-5     11.391954883492687       17.491861011765266       12.014698877735071       0.0026439217718136235    55597.9801580254
7.8E-5                    1.18E-4                  8.099999999999999E-5     11.447552863650756       17.344245091585535       11.911434055240235       0.002632502017940051     55597.9801580254
7.9E-5                    1.18E-4                  8.099999999999999E-5     11.503150843808783       17.196629171405917       11.808169232745314       0.002621026666086321     55597.9801580254
7.999999999999999E-5      1.18E-4                  8.099999999999999E-5     11.558748823966823       17.04901325122634        11.704904410250464       0.0026094957162524344    55597.9801580254
8.099999999999999E-5      1.18E-4                  8.099999999999999E-5     11.61434680412485        16.90139733104664        11.601639587755585       0.002597909168438389     55597.9801580254
8.2E-5                    1.18E-4                  8.099999999999999E-5     11.669944784282904       16.753781410866907       11.498374765260863       0.002586267022644184     55597.9801580254
8.3E-5                    1.18E-4                  8.099999999999999E-5     11.725542764440917       16.606165490687317       11.395109942765771       0.0025745692788698227    55597.9801580254
8.4E-5                    1.18E-4                  8.099999999999999E-5     11.781140744599014       16.458549570507614       11.29184512027092        0.0025628159371153016    55597.9801580254
8.499999999999999E-5      1.18E-4                  8.099999999999999E-5     11.766277463822945       16.292204473403437       11.19608401727487        0.0025510278914144986    26442.35604312271
8.599999999999999E-5      1.18E-4                  8.099999999999999E-5     11.691261009777477       16.12321314755036        10.986793785484773       0.002539298773445149     26755.431945117656
8.7E-5                    1.18E-4                  8.099999999999999E-5     11.718016441722682       15.990202318343279       10.900958007862565       0.0025275941347194       26755.431945117656
8.8E-5                    1.18E-4                  8.099999999999999E-5     11.744771873667887       15.857191489136142       10.815122230240418       0.002515862740561703     26755.431945117656
8.9E-5                    1.18E-4                  8.099999999999999E-5     11.87460757266852        15.664689591938384       10.740472481205444       0.0025040489347181957    6449.01685291063
8.999999999999999E-5      1.18E-4                  8.099999999999999E-5     11.881056589521442       15.526036790406092       10.648095590501562       0.0024921711026371003    6449.01685291063
9.099999999999999E-5      1.18E-4                  8.099999999999999E-5     11.887505606374242       15.3873839888738         10.555718699797502       0.0024802868215391526    6449.01685291063
9.2E-5                    1.18E-4                  8.099999999999999E-5     11.893954623227184       15.248731187341473       10.463341809093606       0.0024683960914243523    6449.01685291063
9.3E-5                    1.18E-4                  8.099999999999999E-5     11.900403640080112       15.110078385809167       10.370964918389575       0.002456498912292698     6449.01685291063
9.4E-5                    1.18E-4                  8.099999999999999E-5     11.90685265693299        14.97142558427685        10.27858802768555        0.002444595284144192     6449.01685291063
9.499999999999999E-5      1.18E-4                  8.099999999999999E-5     11.913301673785899       14.832772782744376       10.186211136981505       0.0024326852069788325    6449.01685291063
9.6E-5                    1.18E-4                  8.099999999999999E-5     11.919750690638747       14.69411998121225        10.093834246277595       0.0024207686807966203    6449.01685291063
9.7E-5                    1.18E-4                  8.099999999999999E-5     11.91822819788382        14.584583772744352       10.028913070052994       0.0024088527961954667    14331.019847027957
9.8E-5                    1.18E-4                  8.099999999999999E-5     11.93255921773084        14.437410375720518       9.922519904360271        0.0023969274024876596    14331.019847027957
9.9E-5                    1.18E-4                  8.099999999999999E-5     11.946890237577804       14.290236978696726       9.816126738667379        0.0023849876777600055    14331.019847027957
9.999999999999999E-5      1.18E-4                  8.099999999999999E-5     11.961221257424825       14.143063581672777       9.709733572974486        0.0023730336220125032    14331.019847027957
1.01E-4                   1.18E-4                  8.099999999999999E-5     11.98277002360058        13.997596467197667       9.602365248345336        0.0023610630214804884    4646.586134213954
1.02E-4                   1.18E-4                  8.099999999999999E-5     12.035460760059635       13.78390979094992        9.481656394974362        0.0023490420886155155    8528.480046123266
1.03E-4                   1.18E-4                  8.099999999999999E-5     11.908368577923707       13.680082785777609       9.391095130360657        0.0023370456888669026    -14837.782941756654
1.04E-4                   1.18E-4                  8.099999999999999E-5     11.943199762339546       13.5506013631461         9.318958548945332        0.0023251392022875105    -4546.452443733811
1.0499999999999999E-4     1.18E-4                  8.099999999999999E-5     11.938653309895898       13.421340826239835       9.227431920805252        0.002313198275751393     -4546.452443733811
1.06E-4                   1.18E-4                  8.099999999999999E-5     11.934106857452115       13.292080289333516       9.135905292665061        0.0023012618956677186    -4546.452443733811
1.07E-4                   1.18E-4                  8.099999999999999E-5     11.92956040500841        13.162819752427318       9.04437866452487         0.0022893300620364892    -4546.452443733811
1.08E-4                   1.18E-4                  8.099999999999999E-5     11.925013952564747       13.033559215521183       8.952852036384808        0.0022774027748577023    -4546.452443733811
1.0899999999999999E-4     1.18E-4                  8.099999999999999E-5     11.92046750012097        12.904298678614918       8.861325408244536        0.002265480034131359     -4546.452443733811
1.0999999999999999E-4     1.18E-4                  8.099999999999999E-5     11.915921047677259       12.775038141708723       8.76979878010426         0.0022535618398574603    -4546.452443733811
1.11E-4                   1.18E-4                  8.099999999999999E-5     11.896437763451816       12.646804267648951       8.694928985909737        0.0022416495496848706    -13708.217263884842
1.12E-4                   1.18E-4                  8.099999999999999E-5     11.882729546187967       12.514707557653214       8.607856339294539        0.002229759966030052     -13708.217263884842
1.13E-4                   1.18E-4                  8.099999999999999E-5     11.869021328923921       12.382610847657332       8.520783692679188        0.0022178840905924956    -13708.217263884842
1.1399999999999999E-4     1.18E-4                  8.099999999999999E-5     11.85531311166011        12.250514137661597       8.433711046064087        0.0022060219233722045    -13708.217263884842
1.1499999999999999E-4     1.18E-4                  8.099999999999999E-5     11.841604894396184       12.118417427665676       8.346638399448779        0.002194173464369175     -13708.217263884842
1.16E-4                   1.18E-4                  8.099999999999999E-5     11.821521929307735       11.985455503465474       8.257140277857001        0.002182338829204607     -33431.185236971825
1.17E-4                   1.18E-4                  8.099999999999999E-5     11.824902933390012       11.900570293874491       8.151439180943441        0.0021705208379921934    -32519.634946897626
1.18E-4                   1.18E-4                  8.099999999999999E-5     11.79238329844313        11.778295030408865       8.068343803391562        0.002158712194876276     -32519.634946897626
1.1899999999999999E-4     1.18E-4                  8.099999999999999E-5     11.759863663496152       11.656019766943238       7.985248425839577        0.0021469360713953067    -32519.634946897626
1.1999999999999999E-4     1.18E-4                  8.099999999999999E-5     11.727344028549254       11.533744503477443       7.902153048287769        0.002135192467549284     -32519.634946897626
1.21E-4                   1.18E-4                  8.099999999999999E-5     11.694824393602396       11.411469240011812       7.819057670735809        0.002123481383338208     -32519.634946897626
1.22E-4                   1.18E-4                  8.099999999999999E-5     11.662304758655416       11.289193976546215       7.7359622931838175       0.002111802818762079     -32519.634946897626
1.2299999999999998E-4     1.18E-4                  8.099999999999999E-5     11.62978512370858        11.166918713080577       7.652866915631975        0.0021001567738208977    -32519.634946897626
1.24E-4                   1.18E-4                  8.099999999999999E-5     11.597265488761714       11.044643449614895       7.569771538080047        0.0020885432485146624    -32519.634946897626
1.25E-4                   1.18E-4                  8.099999999999999E-5     11.564745853814756       10.922368186149242       7.486676160528106        0.002076962242843374     -32519.634946897626
1.26E-4                   1.18E-4                  8.099999999999999E-5     11.54754142559625        10.819591937086983       7.420825784830853        0.0020654076435544905    -18052.494516508654
1.27E-4                   1.18E-4                  8.099999999999999E-5     11.529488931079754       10.71281976562527        7.349440254578127        0.0020538691283761524    -18052.494516508654
1.28E-4                   1.18E-4                  8.099999999999999E-5     11.511436436563102       10.606047594163385       7.278054724325308        0.0020423486656923314    -18052.494516508654
1.29E-4                   1.18E-4                  8.099999999999999E-5     11.496188276949624       10.498369720875012       7.206729264160391        0.00203084562934869      -35352.12525403872
1.3E-4                    1.18E-4                  8.099999999999999E-5     11.46083615169562        10.398219657171055       7.136328099324555        0.0020193671171343675    -35352.12525403872
1.3099999999999999E-4     1.18E-4                  8.099999999999999E-5     11.42548402644156        10.29806959346731        7.065926934488862        0.002007923957045299     -35352.12525403872
1.3199999999999998E-4     1.18E-4                  8.099999999999999E-5     11.39013190118765        10.197919529763595       6.995525769653041        0.0019965161490814844    -35352.12525403872
1.33E-4                   1.18E-4                  8.099999999999999E-5     11.354779775933485       10.097769466059695       6.92512460481737         0.001985143693242924     -35352.12525403872
1.34E-4                   1.18E-4                  8.099999999999999E-5     11.319427650679454       9.99761940235592         6.854723439981599        0.0019738065895296172    -35352.12525403872
1.35E-4                   1.18E-4                  8.099999999999999E-5     11.284075525425445       9.897469338652105        6.784322275145911        0.001962504837941565     -35352.12525403872
1.36E-4                   1.18E-4                  8.099999999999999E-5     11.252124579183018       9.783869196270189        6.703961736103523        0.0019512365471425945    -34684.8366012685
1.37E-4                   1.18E-4                  8.099999999999999E-5     11.217439742581817       9.68081711543158         6.63124840013063         0.0019400017649817114    -34684.8366012685
1.38E-4                   1.18E-4                  8.099999999999999E-5     11.182754905980552       9.577765034592915        6.558535064157326        0.0019288016676574306    -34684.8366012685
1.39E-4                   1.18E-4                  8.099999999999999E-5     11.148070069379255       9.47471295375449         6.485821728184874        0.0019176362551697507    -34684.8366012685
1.4E-4                    1.18E-4                  8.099999999999999E-5     11.106265086504862       9.373454564813693        6.425337990894306        0.001906508598933739     -39211.92637613416
1.4099999999999998E-4     1.18E-4                  8.099999999999999E-5     11.063963838511064       9.27717345032049         6.356029763909447        0.0018954254346730257    -36985.2427827809
1.4199999999999998E-4     1.18E-4                  8.099999999999999E-5     11.026978595728494       9.18248026785038         6.2899497946688925       0.0018843799634559065    -36985.2427827809
1.43E-4                   1.18E-4                  8.099999999999999E-5     10.989993352945554       9.087787085380313        6.223869825428395        0.0018733714774815688    -36985.2427827809
1.44E-4                   1.18E-4                  8.099999999999999E-5     10.95728639270746        9.00449142089051         6.155399702312016        0.0018623960439666872    -37553.945395968854
1.45E-4                   1.18E-4                  8.099999999999999E-5     10.919732447311524       8.907774852482511        6.092274518700737        0.0018514575345466777    -37553.945395968854
1.46E-4                   1.18E-4                  8.099999999999999E-5     10.88217850191559        8.811058284074484        6.02914933508962         0.0018405565790720643    -37553.945395968854
1.47E-4                   1.18E-4                  8.099999999999999E-5     10.84462455651962        8.714341715666386        5.966024151478521        0.0018296931775428464    -37553.945395968854
1.48E-4                   1.18E-4                  8.099999999999999E-5     10.807070611123649       8.61762514725828         5.902898967867387        0.0018188673299590252    -37553.945395968854
1.49E-4                   1.18E-4                  8.099999999999999E-5     10.769516665727693       8.520908578850324        5.839773784256238        0.0018080790363205995    -37553.945395968854
1.5E-4                    1.18E-4                  8.099999999999999E-5     10.731962720331751       8.424192010442269        5.776648600645103        0.0017973282966275701    -37553.945395968854
1.5099999999999998E-4     1.18E-4                  8.099999999999999E-5     10.679758298857607       8.333733813410383        5.715642194752292        0.0017866222606116849    -52162.27428858355
1.5199999999999998E-4     1.18E-4                  8.099999999999999E-5     10.627596024569058       8.242448796800403        5.654819083844542        0.0017759685834499712    -52162.27428858355
1.53E-4                   1.18E-4                  8.099999999999999E-5     10.575433750280517       8.151163780190398        5.593995972936849        0.0017653670685625464    -52162.27428858355
1.54E-4                   1.18E-4                  8.099999999999999E-5     10.523271475991901       8.059878763580336        5.533172862029161        0.0017548177159494105    -52162.27428858355
1.55E-4                   1.18E-4                  8.099999999999999E-5     10.489339293507161       7.9856770269379105       5.482547227634726        0.0017443097634501933    -37609.08769967558
1.56E-4                   1.18E-4                  8.099999999999999E-5     10.451730205807396       7.907473224341786        5.429120389982761        0.0017338392287005358    -37609.08769967558
1.57E-4                   1.18E-4                  8.099999999999999E-5     10.414121118107804       7.829269421745659        5.3756935523310165       0.0017234063030385782    -37609.08769967558
1.58E-4                   1.18E-4                  8.099999999999999E-5     10.376512030408099       7.751065619149403        5.32226671467913         0.0017130109864643202    -37609.08769967558
1.59E-4                   1.18E-4                  8.099999999999999E-5     10.338902942708406       7.672861816553347        5.2688398770274425       0.001702653278977762     -37609.08769967558
1.5999999999999999E-4     1.18E-4                  8.099999999999999E-5     10.30129385500873        7.594658013957247        5.215413039375556        0.0016923331805789037    -37609.08769967558
1.6099999999999998E-4     1.18E-4                  8.099999999999999E-5     10.263684767309039       7.516454211361042        5.161986201723726        0.001682050691267745     -37609.08769967558
1.6199999999999998E-4     1.18E-4                  8.099999999999999E-5     10.22607567960942        7.438250408765011        5.108559364071869        0.0016718058110442853    -37609.08769967558
1.63E-4                   1.18E-4                  8.099999999999999E-5     10.188686763387196       7.3599367630223504       5.054740209915172        0.0016615985111794705    -44438.45722610131
1.64E-4                   1.18E-4                  8.099999999999999E-5     10.138223863624418       7.282263683109731        5.018851717738272        0.0016514396764992292    -47665.36704560276
1.65E-4                   1.18E-4                  8.099999999999999E-5     10.09055849657873        7.207374960889052        4.964839293091529        0.0016413252853191283    -47665.36704560276
1.66E-4                   1.18E-4                  8.099999999999999E-5     10.042893129533162       7.132486238668365        4.910826868445           0.0016312585595060721    -47665.36704560276
1.67E-4                   1.18E-4                  8.099999999999999E-5     9.99522776248757         7.057597516447705        4.8568144437983705       0.0016212394990600615    -47665.36704560276
1.68E-4                   1.18E-4                  8.099999999999999E-5     9.947562395442002        6.982708794227065        4.802802019151883        0.0016112681039810969    -47665.36704560276
1.69E-4                   1.18E-4                  8.099999999999999E-5     9.899897028396396        6.907820072006367        4.74878959450524         0.0016013443742691773    -47665.36704560276
1.6999999999999999E-4     1.18E-4                  8.099999999999999E-5     9.852231661350817        6.8329313497857065       4.694777169858707        0.0015914683099243045    -47665.36704560276
1.7099999999999998E-4     1.18E-4                  8.099999999999999E-5     9.804566294305138        6.758042627565018        4.640764745212007        0.0015816399109464766    -47665.36704560276
1.7199999999999998E-4     1.18E-4                  8.099999999999999E-5     9.768656709478535        6.706811655462211        4.608562211959907        0.0015718554976521782    -41475.59224849939
1.73E-4                   1.18E-4                  8.099999999999999E-5     9.727181117230145        6.639288203216515        4.561489441066243        0.0015621075787388239    -41475.59224849939
1.74E-4                   1.18E-4                  8.099999999999999E-5     9.677616326346552        6.57354085854584         4.512891766925826        0.0015524035231703544    -40219.78677754011
1.75E-4                   1.18E-4                  8.099999999999999E-5     9.637396539569082        6.511351341380532        4.467554559191775        0.0015427460167373964    -40219.78677754011
1.76E-4                   1.18E-4                  8.099999999999999E-5     9.600191443773447        6.442758973474236        4.417744420919554        0.0015331276827442615    -39480.92459930107
1.77E-4                   1.18E-4                  8.099999999999999E-5     9.560710519174037        6.378890749731431        4.370871491123758        0.0015235472317627883    -39480.92459930107
1.78E-4                   1.18E-4                  8.099999999999999E-5     9.521229594574763        6.315022525988507        4.32399856132794         0.0015140062617059126    -39480.92459930107
1.79E-4                   1.18E-4                  8.099999999999999E-5     9.461878987525978        6.246781724752225        4.29031022698166         0.0015045176199955286    -46625.486876666546
1.7999999999999998E-4     1.18E-4                  8.099999999999999E-5     9.421160574777335        6.187224151269302        4.243741608834519        0.001495076350942776     -44200.52219236735
1.8099999999999998E-4     1.18E-4                  8.099999999999999E-5     9.376960052585083        6.122002943798869        4.200385437109087        0.0014856772906290954    -44200.52219236735
1.8199999999999998E-4     1.18E-4                  8.099999999999999E-5     9.33275953039275         6.0567817363283964       4.1570292653835565       0.0014763224308376062    -44200.52219236735
1.83E-4                   1.18E-4                  8.099999999999999E-5     9.295563336647735        5.99580548528801         4.116403195733632        0.001467006283812218     -44339.82079479378
1.84E-4                   1.18E-4                  8.099999999999999E-5     9.251223515852928        5.936492157527894        4.0756263462827285       0.0014577328903859679    -44339.82079479378
1.85E-4                   1.18E-4                  8.099999999999999E-5     9.206883695058119        5.877178829767729        4.034849496831892        0.0014485038367805121    -44339.82079479378
1.86E-4                   1.18E-4                  8.099999999999999E-5     9.162543874263307        5.817865502007685        3.994072647381003        0.0014393191229958517    -44339.82079479378
1.87E-4                   1.18E-4                  8.099999999999999E-5     9.118204053468512        5.75855217424748         3.9532957979301386       0.001430178749031986     -44339.82079479378
1.88E-4                   1.18E-4                  8.099999999999999E-5     9.073864232673731        5.699238846487486        3.9125189484792315       0.0014210827148889152    -44339.82079479378
1.8899999999999999E-4     1.18E-4                  8.099999999999999E-5     9.02952441187896         5.639925518727324        3.8717420990284026       0.0014120310205666385    -44339.82079479378
1.8999999999999998E-4     1.18E-4                  8.099999999999999E-5     8.985184591084153        5.580612190967123        3.8309652495774955       0.0014030236660651566    -44339.82079479378
1.9099999999999998E-4     1.18E-4                  8.099999999999999E-5     8.940844770289367        5.521298863207122        3.7901884001266097       0.0013940606513844704    -44339.82079479378
1.92E-4                   1.18E-4                  8.099999999999999E-5     8.896504949494517        5.461985535447035        3.7494115506757666       0.001385141976524578     -44339.82079479378
